id_registro,equipamento,situacao,temperatura_c,vibracao_mm_s,producao_pecas_h
3525,  Compressor 01,Fora de operação,60.24,2.9,0
3526,Motor 03  ,Fora de operação,74.16,2.5,0
3527, Motor 03,Parado,62.4,3.03,0
3528,  Motor 01  ,Desligado,63.45,4.21,0
3529,  Bomba 02  ,OPERANDO,61.88,1.48,274
3530,  Motor 01  ,Em operação,74.66,2.11,402
3531,  Bomba 01,parado,66.12,2.21,0
3532,Compressor 01  ,Operando,70.55,3.2,251
3533, Robô 01,MANUTENÇÃO,66.7,1.14,8
3534, Esteira 02,Manut.,59.31,2.94,12
3535, Esteira 01,Parado,71.45,1.88,0
3536,  Motor 03  ,Ligado,64.51,2.7,316
3537,Robô 02 ,MANUTENÇÃO,56.1,4.37,27
3538,Esteira 01  ,Manut.,81.51,2.02,10
3539, Bomba 02,Em operação,76.28,3.82,263
3540,Motor 03  ,MANUTENÇÃO,55.93,5.67,15
3541,Motor 03 ,parado,71.53,4.24,0
3542,Bomba 02  ,Ligado,70.36,2.58,315
3543,  Robô 02  ,Parado,78.12,4.29,0
3544,Robô 01,Desligado,65.35,2.17,0
3545,  Motor 01  ,PARADO,49.61,2.8,0
3546,Robô 01 ,Operando,57.94,2.03,377
3547,Esteira 02 ,Ligado,72.98,3.14,339
3548,  Motor 02  ,Manut.,57.85,3.0,29
3549,  Motor 02,Fora de operação,64.84,3.13,0
3550,  Robô 01  ,Parado,62.18,2.71,0
3551,Motor 01,Em manutenção,62.39,3.85,2
3552,Bomba 01 ,PARADO,77.24,4.27,0
3553,Esteira 01,Ligado,66.12,2.15,406
3554,  Esteira 01,PARADO,64.62,0.67,0
3555, Motor 02,MANUTENÇÃO,54.77,3.97,1
3556,Motor 01  ,Em operação,70.81,2.93,401
3557,Motor 02 ,MANUTENÇÃO,67.49,2.84,11
3558,  Motor 03,parado,54.28,1.48,0
3559,  Motor 02  ,Fora de operação,58.11,2.91,0
3560,  Robô 02  ,Em manutenção,72.4,3.94,8
3561, Bomba 01,Ligado,71.8,2.09,399
3562,  Bomba 01,OPERANDO,79.63,1.61,322
3563,  Bomba 02,Operando,80.44,2.55,329
3564,  Robô 01,MANUTENÇÃO,67.23,1.86,8
3565, Esteira 02,OPERANDO,60.65,3.14,266
3566,Esteira 02  ,Manutenção,62.03,4.23,30
3567,Bomba 01 ,MANUTENÇÃO,64.76,1.76,5
3568, Robô 01,Em operação,81.85,2.53,201
3569,Bomba 02 ,Operando,75.96,4.57,405
3570,Motor 01,OPERANDO,69.15,2.18,238
3571,  Robô 02  ,Manut.,68.98,5.61,4
3572,Motor 02 ,Em manutenção,65.03,3.72,10
3573,  Bomba 01,Operando,57.18,2.91,288
3574,  Robô 01  ,OPERANDO,64.63,2.36,252
3575,Robô 01  ,Fora de operação,60.1,3.99,0
3576, Compressor 01,PARADO,77.43,2.75,0
3577,  Esteira 01,PARADO,76.94,2.05,0
3578,  Esteira 02  ,parado,67.47,3.19,0
3579,Bomba 01  ,manutencao,62.49,0.95,9
3580,Esteira 01,Desligado,69.53,4.9,0
3581,Robô 01,manutencao,75.89,4.52,4
3582,Esteira 01  ,OPERANDO,74.29,2.11,340
3583,Esteira 02  ,operando,77.68,3.69,406
3584,Motor 02  ,Ligado,60.0,3.69,232
3585,  Robô 01,Parado,71.16,3.19,0
3586,  Compressor 01,Desligado,64.18,1.68,0
3587, Motor 03,Manut.,62.4,4.0,8
3588,Bomba 01  ,Manutenção,66.63,3.64,4
3589,Robô 02,Parado,68.9,3.44,0
3590,  Compressor 01,Manut.,64.15,2.48,3
3591,Bomba 02,Desligado,74.58,1.93,0
3592,  Motor 02  ,PARADO,70.49,4.09,0
3593, Esteira 01,PARADO,69.62,1.53,0
3594,  Robô 02  ,Fora de operação,84.16,2.58,0
3595,Motor 01 ,OPERANDO,71.29,4.26,325
3596, Robô 02,manutencao,63.35,3.42,3
3597,Bomba 02 ,Manutenção,68.68,2.79,9
3598,Esteira 01  ,Desligado,76.23,4.77,0
3599,  Bomba 01  ,Parado,65.46,2.38,0
3600,Robô 02  ,Ligado,59.92,5.24,248
3601,Bomba 02,PARADO,65.77,2.0,0
3602, Compressor 01,OPERANDO,69.07,2.33,185
3603,Robô 02 ,Em operação,73.1,2.12,378
3604,Compressor 01  ,manutencao,66.31,2.48,14
3605,Robô 02  ,PARADO,76.11,3.12,0
3606,Compressor 01,OPERANDO,71.95,3.36,410
3607,  Robô 02,MANUTENÇÃO,58.9,2.9,3
3608,  Esteira 01,manutencao,71.93,2.56,18
3609,Robô 01  ,Ligado,68.14,3.27,352
3610, Motor 02,MANUTENÇÃO,59.55,4.32,23
3611,Motor 01  ,Ligado,73.73,4.94,247
3612,  Robô 01,Fora de operação,70.97,1.69,0
3613,Compressor 01  ,Desligado,57.93,3.05,0
3614,  Bomba 01  ,Ligado,63.09,1.6,404
3615,  Bomba 01  ,Desligado,63.79,3.67,0
3616,  Robô 01,Manut.,79.39,3.81,24
3617, Motor 01,Operando,65.96,3.93,416
3618,  Bomba 02  ,operando,72.44,1.29,326
3619,Bomba 01,PARADO,79.15,3.87,0
3620, Motor 03,Em manutenção,64.93,0.98,27
3621,Motor 02,MANUTENÇÃO,72.44,4.16,24
3622,  Robô 02  ,Parado,65.41,2.72,0
3623,  Esteira 01,Em operação,60.51,1.76,229
3624,Motor 01  ,Em manutenção,67.23,3.19,13
3625,Compressor 01,Ligado,63.81,2.01,335
3626, Motor 02,parado,70.82,3.27,0
3627,Motor 03,Ligado,74.72,4.78,416
3628,  Compressor 01,PARADO,67.06,2.55,0
3629,Motor 02  ,MANUTENÇÃO,66.92,2.67,3
3630,  Bomba 02,operando,70.04,3.56,210
3631,  Robô 02  ,Operando,56.41,3.63,349
3632,  Robô 01,Manut.,67.13,5.38,23
3633,Esteira 01,Em operação,60.31,2.64,266
3634,Esteira 01  ,Operando,62.88,2.17,404
3635,Esteira 02  ,operando,74.24,4.52,225
3636,Motor 02,Em operação,75.86,3.28,281
3637, Robô 01,Manut.,66.52,3.21,21
3638, Bomba 01,OPERANDO,61.41,2.55,184
3639, Robô 02,manutencao,79.93,0.45,11
3640,Bomba 02,MANUTENÇÃO,66.49,1.64,25
3641,  Esteira 01  ,Manutenção,61.15,2.71,24
3642,  Robô 02,Em manutenção,70.15,3.15,14
3643, Motor 02,Em operação,72.96,5.28,320
3644,Bomba 01  ,Parado,57.98,4.2,0
3645, Motor 03,Em manutenção,83.44,3.5,28
3646,Motor 03,OPERANDO,83.12,2.96,288
3647,Motor 02 ,Fora de operação,69.66,3.72,0
3648,Compressor 01 ,Operando,71.88,4.3,293
3649,  Motor 02,parado,67.96,2.94,0
3650, Esteira 01,OPERANDO,72.49,2.15,410
3651,Motor 02 ,Parado,66.03,5.09,0
3652, Motor 01,manutencao,65.58,2.31,7
3653,Motor 01,Operando,55.6,1.64,283
3654,Compressor 01  ,Manut.,67.89,2.01,13
3655,Esteira 02  ,operando,60.56,4.07,379
3656,Bomba 01 ,Em operação,63.16,3.38,243
3657,  Esteira 02,Em manutenção,77.46,4.28,8
3658,  Compressor 01,Operando,73.84,3.91,376
3659,Motor 02  ,operando,68.58,3.16,413
3660,Bomba 02  ,Ligado,72.7,3.69,375
3661,  Motor 02,OPERANDO,65.17,3.24,183
3662,Robô 01,MANUTENÇÃO,66.03,2.16,3
3663,Motor 03  ,Operando,69.27,2.75,267
3664,  Motor 01,operando,67.69,3.38,295
3665, Motor 02,Operando,62.09,3.27,200
3666,Motor 01 ,Parado,84.06,2.63,0
3667,Compressor 01 ,Ligado,68.37,2.51,360
3668,Esteira 01,Operando,62.93,2.85,316
3669,  Robô 01  ,Parado,56.69,3.61,0
3670,Robô 02 ,PARADO,70.49,3.19,0
3671,Motor 01 ,Ligado,79.63,3.1,378
3672,Esteira 01  ,parado,74.06,4.62,0
3673,Compressor 01 ,Em manutenção,60.53,3.48,26
3674,Motor 03,Parado,59.66,2.48,0
3675,  Motor 03  ,Em manutenção,65.23,3.14,8
3676,  Bomba 02,parado,81.66,4.62,0
3677,Robô 02,MANUTENÇÃO,70.17,3.31,14
3678,  Robô 02,Manutenção,51.82,3.55,1
3679,  Motor 01  ,Manutenção,66.59,3.83,24
3680,Robô 01,Em manutenção,64.42,1.46,27
3681,Esteira 02  ,Operando,62.87,4.46,361
3682,Motor 02 ,MANUTENÇÃO,69.53,3.78,19
3683,Robô 01,MANUTENÇÃO,58.46,2.33,19
3684,  Compressor 01,MANUTENÇÃO,50.36,1.23,20
3685,  Esteira 01  ,operando,69.96,4.37,355
3686,  Motor 02,parado,57.7,2.1,0
3687,  Motor 02,Manut.,64.64,3.41,6
3688,Compressor 01 ,Operando,57.93,3.22,243
3689, Esteira 01,MANUTENÇÃO,65.05,3.67,23
3690,  Robô 01  ,Fora de operação,59.35,2.36,0
3691,Motor 02  ,PARADO,67.91,2.75,0
3692, Esteira 02,Manut.,48.11,4.35,21
3693,Motor 03,Ligado,58.75,3.35,389
3694, Robô 01,operando,68.99,3.28,220
3695,  Motor 01  ,MANUTENÇÃO,64.11,2.44,27
3696,Robô 01,Ligado,59.58,4.24,337
3697,Robô 02  ,Fora de operação,44.94,3.01,0
3698,  Robô 02,Manut.,69.06,3.49,14
3699,  Motor 01  ,Em manutenção,57.45,2.77,30
3700,  Esteira 02  ,Desligado,79.73,3.45,0
3701,Motor 02  ,Manut.,62.63,3.56,17
3702, Motor 03,MANUTENÇÃO,79.34,4.76,28
3703,Bomba 01  ,Desligado,66.6,2.37,0
3704,Compressor 01  ,Parado,66.01,3.16,0
3705,Motor 03,MANUTENÇÃO,75.61,3.3,13
3706,Compressor 01 ,PARADO,60.42,1.47,0
3707, Motor 03,parado,61.56,2.77,0
3708,Bomba 02,MANUTENÇÃO,65.25,2.76,5
3709,  Robô 01,Manutenção,69.28,2.38,5
3710,  Robô 02  ,parado,59.28,2.67,0
3711,  Compressor 01  ,MANUTENÇÃO,53.94,4.6,21
3712,  Compressor 01  ,Manutenção,68.98,3.19,11
3713,  Esteira 01  ,operando,66.33,4.87,382
3714,  Robô 02,operando,65.72,3.34,410
3715,  Robô 01  ,Ligado,69.53,3.83,408
3716,Robô 01  ,Ligado,63.59,3.94,207
3717,Compressor 01  ,MANUTENÇÃO,73.49,1.96,20
3718, Bomba 02,Em operação,57.72,1.5,417
3719,  Bomba 02  ,Manutenção,65.02,4.44,12
3720, Robô 01,manutencao,66.1,4.47,0
3721,  Esteira 02,Desligado,66.02,3.44,0
3722, Motor 01,Desligado,63.37,3.94,0
3723,Motor 03 ,Fora de operação,67.83,1.24,0
3724,Bomba 02 ,Desligado,66.82,3.09,0
3725, Robô 02,Em operação,58.57,2.83,308
3726,Esteira 01  ,Operando,69.78,2.73,246
3727,  Bomba 02,OPERANDO,78.68,3.0,293
3728,Robô 02  ,operando,58.29,3.74,196
3729,Motor 02 ,operando,69.92,4.93,330
3730,Esteira 01 ,Manutenção,67.33,1.75,26
3731, Motor 03,manutencao,62.74,3.5,15
3732,Bomba 02,Parado,69.05,3.8,0
3733,Esteira 02 ,Desligado,59.93,3.03,0
3734, Motor 01,Parado,71.71,2.65,0
3735,  Esteira 02,OPERANDO,66.26,4.48,289
3736,  Bomba 01  ,Operando,74.55,1.99,250
3737,Motor 01  ,parado,64.93,3.31,0
3738,  Compressor 01  ,operando,67.51,2.58,246
3739,Robô 02  ,Fora de operação,67.19,1.69,0
3740,Robô 01  ,Manut.,65.2,1.11,14
3741, Robô 01,operando,65.98,4.17,285
3742,Robô 01,MANUTENÇÃO,67.92,3.98,5
3743,  Bomba 02  ,parado,75.32,2.69,0
3744,  Robô 02  ,Desligado,55.49,1.61,0
3745,  Robô 02,manutencao,61.46,2.37,29
3746,  Robô 01,Fora de operação,61.35,5.05,0
3747,Motor 02 ,Parado,50.47,1.64,0
3748,Motor 01,operando,58.53,2.05,353
3749,Motor 03,Em manutenção,63.94,2.05,11
3750,  Esteira 01  ,Manut.,59.07,4.14,11
3751,Motor 02,PARADO,76.34,3.82,0
3752, Motor 01,Em manutenção,57.36,2.15,17
3753, Bomba 02,parado,64.17,4.05,0
3754,Motor 03,Desligado,61.52,2.67,0
3755,Robô 02,parado,64.79,3.13,0
3756,  Robô 02  ,Manutenção,55.59,2.3,9
3757,Robô 01  ,Em operação,69.52,3.85,276
3758,  Bomba 02  ,Em manutenção,64.73,5.24,27
3759,Robô 01  ,parado,60.46,3.53,0
3760,  Bomba 01,Em operação,73.82,4.68,418
3761,Esteira 02 ,parado,72.38,2.23,0
3762,Compressor 01 ,Desligado,74.11,2.29,0
3763,Esteira 02 ,Ligado,69.95,4.21,335
3764,  Motor 01,OPERANDO,67.57,4.84,246
3765,  Bomba 02,MANUTENÇÃO,73.75,4.14,24
3766,Bomba 02 ,manutencao,66.18,3.56,20
3767,Bomba 01  ,Fora de operação,57.87,4.97,0
3768,  Motor 01  ,Manut.,65.13,2.57,5
3769, Motor 02,OPERANDO,62.08,5.57,384
3770,  Compressor 01,Manut.,56.86,3.3,9
3771, Bomba 02,MANUTENÇÃO,65.95,3.44,0
3772,Motor 02,OPERANDO,63.13,5.91,203
3773,Bomba 01  ,Em manutenção,75.32,2.77,16
3774,Bomba 02,Operando,68.29,0.32,183
3775,  Motor 02,Fora de operação,60.01,3.0,0
3776,Compressor 01  ,OPERANDO,67.95,3.48,327
3777,Robô 02 ,PARADO,80.54,2.2,0
3778,  Esteira 02,OPERANDO,74.17,3.06,247
3779,  Motor 03  ,MANUTENÇÃO,63.48,3.36,3
3780,Motor 03,Ligado,62.04,2.97,374
3781,Compressor 01 ,Ligado,57.22,3.76,366
3782,Bomba 02  ,Operando,60.69,3.32,389
3783,Motor 03 ,Em operação,71.11,2.9,212
3784,  Motor 02  ,Desligado,65.27,2.42,0
3785,Bomba 01 ,Parado,72.69,0.42,0
3786,Esteira 02,Operando,63.67,2.15,258
3787,Bomba 01 ,Manutenção,55.76,3.44,27
3788,Esteira 01,operando,69.93,3.61,419
3789,Compressor 01 ,MANUTENÇÃO,55.41,2.7,23
3790,  Compressor 01  ,Fora de operação,64.92,0.25,0
3791,  Compressor 01,Manut.,68.75,1.42,7
3792,  Esteira 02  ,Manutenção,65.17,2.56,5
3793, Motor 01,Em manutenção,71.32,2.02,21
3794,Motor 03,Manut.,56.06,3.35,20
3795,Robô 01,MANUTENÇÃO,72.46,1.98,12
3796,Esteira 01,Em operação,62.27,4.35,188
3797,Bomba 02  ,MANUTENÇÃO,73.15,2.98,17
3798, Robô 01,Em operação,63.41,2.59,397
3799,Esteira 01 ,Operando,82.37,3.6,359
3800,Motor 02  ,operando,65.47,2.12,301
3801,Robô 01 ,Desligado,78.13,2.02,0
3802, Bomba 01,Em operação,66.6,5.33,272
3803,Esteira 02 ,parado,75.14,3.51,0
3804,Robô 01 ,manutencao,75.71,3.65,6
3805,  Compressor 01  ,MANUTENÇÃO,65.83,3.04,21
3806, Bomba 01,Manutenção,63.74,2.78,14
3807,Robô 01  ,Manutenção,66.7,4.34,12
3808,Robô 02  ,Fora de operação,58.7,3.7,0
3809, Robô 01,Manut.,75.12,2.1,1
3810,Esteira 02 ,PARADO,63.71,2.85,0
3811,Compressor 01,Em operação,72.66,1.82,244
3812, Bomba 02,Operando,72.15,1.25,333
3813,  Robô 01  ,parado,65.93,2.5,0
3814, Motor 03,Em manutenção,62.3,2.85,14
3815,Motor 03  ,Ligado,67.91,4.87,218
3816,  Motor 02  ,Manutenção,65.35,3.02,29
3817,Motor 03  ,Ligado,75.4,2.97,311
3818,  Motor 01  ,Fora de operação,62.47,2.86,0
3819,Motor 03,Operando,67.49,2.94,238
3820,Motor 03,Operando,74.85,3.57,298
3821,  Bomba 02,operando,68.65,3.17,395
3822,  Robô 02  ,Em manutenção,55.23,2.46,15
3823,Bomba 02,Operando,54.66,2.55,228
3824,  Bomba 01,MANUTENÇÃO,69.08,3.3,23
3825,Esteira 01  ,Em operação,76.14,2.47,344
3826,Motor 02  ,Desligado,67.4,1.34,0
3827,  Esteira 02,MANUTENÇÃO,67.09,1.13,20
3828, Motor 03,Parado,61.89,4.97,0
3829,Robô 02 ,Em manutenção,65.58,2.69,0
3830,  Esteira 01  ,MANUTENÇÃO,74.73,3.06,24
3831, Bomba 02,Operando,58.19,4.44,264
3832,  Robô 02,PARADO,70.17,2.33,0
3833,  Motor 01,parado,77.25,2.84,0
3834,Bomba 02 ,operando,80.58,4.07,280
3835,Bomba 01 ,Em manutenção,69.61,3.33,26
3836,Esteira 01 ,Operando,70.1,1.93,205
3837,Bomba 02  ,Em manutenção,75.27,2.47,24
3838,  Robô 02,Operando,65.79,3.08,377
3839, Robô 01,parado,62.88,3.43,0
3840, Robô 01,parado,58.15,2.82,0
3841,  Robô 02,OPERANDO,61.07,3.82,183
3842, Robô 01,Desligado,58.85,3.62,0
3843,Robô 02,PARADO,56.58,2.82,0
3844,Compressor 01  ,operando,62.57,3.83,331
3845, Bomba 02,Parado,64.31,3.22,0
3846,  Compressor 01,Operando,65.2,2.41,185
3847, Motor 02,parado,75.73,1.95,0
3848,  Bomba 01,Em manutenção,75.28,2.82,17
3849,  Motor 03,Operando,66.08,3.48,398
3850,Motor 01  ,Parado,82.25,2.15,0
3851,Compressor 01 ,Parado,48.37,2.92,0
3852,  Motor 02,PARADO,56.44,3.52,0
3853,  Motor 03,Em operação,63.64,3.52,199
3854,Motor 02  ,Manutenção,69.95,1.72,4
3855,Esteira 02,Fora de operação,65.35,2.11,0
3856,  Motor 03,Em operação,68.71,3.59,302
3857,Bomba 01  ,Fora de operação,69.07,3.25,0
3858,  Esteira 02  ,manutencao,56.59,4.76,3
3859,Robô 01 ,Manutenção,64.81,4.21,26
3860,Motor 01 ,parado,67.67,2.59,0
3861, Robô 02,OPERANDO,70.75,2.31,392
3862,  Motor 01  ,Fora de operação,78.32,3.28,0
3863,  Motor 02  ,parado,69.08,4.63,0
3864,  Bomba 01,Em operação,74.39,2.76,234
3865,Motor 03 ,Em manutenção,81.31,0.77,16
3866,Motor 03  ,Fora de operação,61.73,4.51,0
3867,Esteira 02,Operando,74.19,3.74,413
3868, Robô 01,OPERANDO,62.83,1.63,241
3869, Motor 02,parado,81.98,4.15,0
3870,Robô 01 ,Operando,64.58,3.14,269
3871,  Robô 01  ,manutencao,67.05,2.75,3
3872,Robô 02 ,Operando,56.63,1.87,406
3873,  Motor 02  ,operando,64.06,4.07,371
3874,  Motor 01  ,Parado,68.82,4.92,0
3875,Compressor 01,Em manutenção,62.77,2.82,1
3876,Compressor 01,MANUTENÇÃO,61.5,3.47,0
3877,  Motor 01,Em operação,77.95,2.05,347
3878,Motor 02  ,Fora de operação,68.97,1.85,0
3879,  Bomba 01  ,Em operação,68.45,4.53,384
3880,Robô 02  ,PARADO,59.38,3.76,0
3881,  Esteira 01,Parado,70.66,3.67,0
3882,Compressor 01,parado,68.55,2.73,0
3883,  Robô 02  ,Desligado,84.21,1.86,0
3884,Esteira 01 ,MANUTENÇÃO,62.29,2.93,24
3885,Motor 02,Em operação,65.0,3.6,378
3886,  Robô 01  ,Fora de operação,58.27,3.97,0
3887,  Motor 02,Manut.,61.61,5.64,25
3888,  Bomba 01,Em operação,52.71,2.79,241
3889, Bomba 01,parado,59.99,2.91,0
3890,Esteira 02  ,parado,74.19,3.36,0
3891,Esteira 01  ,Desligado,69.15,4.66,0
3892,Esteira 02 ,Manut.,62.55,2.93,9
3893,Motor 03 ,MANUTENÇÃO,69.19,5.33,25
3894,  Esteira 02,Manut.,68.41,3.34,10
3895,  Motor 01,Em manutenção,61.71,3.38,1
3896,Bomba 02 ,PARADO,62.24,2.46,0
3897,  Bomba 01,OPERANDO,68.21,3.71,391
3898,Motor 01  ,Operando,60.9,2.87,376
3899,Bomba 01,Operando,56.15,3.16,367
3900,  Motor 01  ,Fora de operação,71.1,3.54,0
3901,Motor 02,PARADO,70.01,0.76,0
3902,Motor 02  ,Manutenção,73.2,3.21,9
3903,  Compressor 01  ,parado,77.28,3.62,0
3904,  Motor 03  ,Operando,58.9,3.87,415
3905,Esteira 01 ,Em manutenção,71.84,2.72,30
3906,  Motor 02  ,OPERANDO,81.8,3.08,350
3907, Motor 03,PARADO,76.98,2.08,0
3908,Robô 02 ,Em manutenção,67.99,3.07,27
3909,  Bomba 02  ,Manut.,72.83,3.38,10
3910,  Esteira 01  ,Manut.,72.87,4.97,30
3911,Robô 02 ,PARADO,60.52,2.07,0
3912,  Motor 01,Em operação,79.78,3.62,205
3913,  Compressor 01  ,Ligado,71.37,2.17,320
3914,Motor 01 ,manutencao,66.55,1.6,20
3915, Motor 01,Manutenção,67.02,2.73,0
3916,Bomba 02 ,Manutenção,53.66,1.26,24
3917, Motor 01,manutencao,69.81,2.8,8
3918, Bomba 01,Operando,72.34,2.37,309
3919,  Robô 02  ,MANUTENÇÃO,66.42,3.48,9
3920,Robô 02,Ligado,73.33,3.05,337
3921, Robô 02,Desligado,59.51,4.41,0
3922,Esteira 01 ,Manutenção,63.4,2.87,11
3923,Bomba 02,Operando,83.79,4.04,325
3924,Robô 02,Manutenção,76.04,3.26,30
3925,Robô 01,operando,56.35,2.64,302
3926,Esteira 02,MANUTENÇÃO,65.25,2.4,15
3927,Robô 01 ,manutencao,62.28,1.66,30
3928,  Esteira 01  ,Ligado,61.77,2.75,328
3929, Bomba 01,Operando,75.13,3.12,276
3930,Motor 03 ,Parado,71.14,3.13,0
3931,Bomba 01,operando,46.67,3.22,260
3932, Esteira 02,Manut.,62.55,3.62,14
3933,Robô 01 ,OPERANDO,58.44,2.41,349
3934,  Robô 02  ,MANUTENÇÃO,74.3,4.52,9
3935,Bomba 01,operando,79.26,3.27,326
3936,  Motor 01  ,Manut.,77.43,1.9,1
3937, Bomba 01,Operando,55.48,1.18,322
3938,Bomba 02  ,Em operação,67.18,3.67,411
3939,Motor 02,parado,63.15,3.54,0
3940,Motor 03  ,Manut.,81.89,3.19,10
3941,Compressor 01 ,MANUTENÇÃO,73.42,2.2,25
3942,  Robô 01,Parado,75.67,1.55,0
3943, Motor 02,Fora de operação,66.02,1.39,0
3944, Esteira 02,parado,83.59,3.81,0
3945,  Esteira 01,Manutenção,68.47,2.51,0
3946,  Motor 03,Parado,64.27,3.61,0
3947,  Esteira 02,PARADO,75.31,2.12,0
3948,Motor 03,Manut.,64.13,3.25,11
3949, Motor 03,manutencao,67.01,2.99,6
3950,  Bomba 02  ,OPERANDO,77.13,4.14,365
3951,Motor 03,Parado,74.12,2.43,0
3952,Motor 02  ,Fora de operação,76.46,2.24,0
3953,Bomba 01  ,operando,55.98,3.8,308
3954, Bomba 02,Desligado,60.88,4.01,0
3955,  Motor 02  ,Fora de operação,73.65,2.22,0
3956,  Compressor 01  ,PARADO,72.31,4.43,0
3957,Bomba 02  ,Desligado,69.16,3.19,0
3958, Bomba 01,PARADO,54.58,2.7,0
3959, Robô 02,operando,60.51,2.81,219
3960,Robô 01  ,PARADO,77.18,2.03,0
3961,Esteira 02 ,Manut.,66.13,3.41,3
3962, Robô 01,OPERANDO,65.62,1.98,180
3963, Motor 01,Desligado,68.32,3.91,0
3964,  Motor 03  ,Manut.,69.67,2.49,21
3965,Motor 03,Em operação,71.8,3.53,251
3966,  Esteira 01  ,OPERANDO,79.36,2.19,371
3967,Motor 02,parado,84.3,2.69,0
3968,Robô 02  ,manutencao,67.33,3.24,4
3969, Motor 01,Operando,54.07,1.03,250
3970, Motor 03,Em manutenção,74.55,4.27,15
3971, Bomba 01,manutencao,70.72,2.57,22
3972,Esteira 01,Manut.,67.62,2.58,2
3973,Bomba 02 ,Manut.,72.12,3.32,6
3974,  Motor 01  ,Em manutenção,77.38,3.66,19
3975,  Esteira 01,PARADO,60.18,3.35,0
3976,Robô 02,Fora de operação,63.38,2.98,0
3977,  Motor 02  ,Operando,54.61,0.61,202
3978,  Bomba 02  ,Manut.,74.46,0.55,2
3979,Compressor 01 ,parado,68.34,2.88,0
3980,Motor 03  ,manutencao,71.72,2.91,30
3981,Motor 01 ,Ligado,73.3,1.72,390
3982,Esteira 02,Fora de operação,63.84,3.49,0
3983,Robô 02,MANUTENÇÃO,78.23,1.36,13
3984,Compressor 01,Desligado,73.71,3.45,0
3985,  Bomba 01,Em manutenção,73.87,2.91,30
3986,  Motor 01,Ligado,62.05,0.91,201
3987,Robô 02  ,MANUTENÇÃO,61.79,3.69,9
3988,Robô 02 ,MANUTENÇÃO,67.44,2.34,20
3989,  Motor 01,parado,63.41,3.52,0
3990,Esteira 02  ,MANUTENÇÃO,68.88,3.76,13
3991,Bomba 01,Em operação,62.9,2.32,296
3992, Esteira 01,Em manutenção,68.84,3.57,28
3993,Motor 02,Em operação,72.28,2.95,381
3994,  Bomba 02  ,OPERANDO,77.04,2.31,420
3995,  Robô 01  ,Parado,66.58,3.67,0
3996,Robô 01  ,Manutenção,68.5,2.91,23
3997,Compressor 01  ,Manutenção,58.51,1.99,29
3998, Bomba 02,Manutenção,67.38,3.96,26
3999,  Motor 02  ,Fora de operação,60.82,2.68,0
4000, Esteira 01,Desligado,64.26,3.73,0
4001,  Motor 03  ,Em operação,84.89,2.22,227
4002,  Bomba 01  ,Operando,63.61,3.65,242
4003, Esteira 02,Em manutenção,77.45,3.43,2
4004,  Motor 02  ,Em manutenção,60.08,4.21,15
4005,Bomba 02,Parado,72.48,3.0,0
4006,  Compressor 01  ,parado,74.79,2.45,0
4007,  Esteira 02,Parado,69.02,2.13,0
4008,  Esteira 02  ,MANUTENÇÃO,81.59,2.32,10
4009,Esteira 01 ,Ligado,58.68,3.6,399
4010,  Esteira 02,parado,75.54,2.54,0
4011,  Robô 01,MANUTENÇÃO,71.41,3.37,8
4012,Motor 03,OPERANDO,63.28,3.9,317
4013,Motor 01  ,Parado,81.67,2.04,0
4014,Esteira 02  ,operando,68.77,2.51,282
4015, Robô 02,Parado,68.53,2.16,0
4016,  Bomba 02,Em operação,69.47,2.57,398
4017,Esteira 01,PARADO,70.86,2.51,0
4018,Esteira 01 ,MANUTENÇÃO,62.79,0.21,8
4019,  Motor 03,operando,72.25,2.77,350
4020,  Esteira 02  ,Desligado,62.43,2.72,0
4021,  Motor 03,Em manutenção,76.02,4.26,28
4022, Esteira 02,manutencao,69.81,2.08,13
4023,  Esteira 01  ,MANUTENÇÃO,63.83,3.22,29
4024,Motor 01,Desligado,60.08,1.82,0
4025,Compressor 01  ,Em manutenção,64.38,3.57,29
4026,Motor 02,Parado,66.04,2.02,0
4027,Robô 01 ,Parado,70.69,3.89,0
4028,  Esteira 02  ,Manut.,73.57,4.98,16
4029,Compressor 01 ,Em operação,72.66,1.9,353
4030,Compressor 01,operando,56.96,3.13,221
4031,  Motor 01  ,Desligado,61.58,3.59,0
4032, Motor 03,Manut.,59.77,3.47,18
4033,  Bomba 02,Manutenção,64.97,3.68,14
4034,Motor 01,Em operação,75.55,2.34,191
4035, Bomba 01,Em manutenção,58.94,3.56,0
4036,Bomba 01 ,Manutenção,47.0,2.75,1
4037, Motor 01,PARADO,69.72,2.61,0
4038,Motor 03,Em operação,70.04,4.13,396
4039,Esteira 01,parado,72.84,3.24,0
4040,  Robô 02  ,MANUTENÇÃO,78.19,4.67,24
4041,Bomba 02  ,MANUTENÇÃO,64.92,2.79,5
4042, Motor 01,operando,70.13,4.42,269
4043,Motor 03  ,MANUTENÇÃO,55.21,4.48,0
4044,  Robô 02  ,OPERANDO,58.21,2.45,304
4045,Esteira 01 ,OPERANDO,63.49,0.54,270
4046, Esteira 01,OPERANDO,71.88,4.35,377
4047, Compressor 01,manutencao,55.94,1.69,19
4048, Robô 02,Operando,63.82,5.0,356
4049,Esteira 01 ,Ligado,72.05,3.86,202
4050,Robô 01 ,Operando,63.99,3.18,192
4051,  Robô 01,Operando,60.07,3.03,307
